frame,idx,name,posX,posY,posZ,velX,velY,velZ,speed,omegaX,omegaY,omegaZ,omegaMag,grounded
1,1,,788.0090,312.1229,751.1603,0.5395,7.1667,9.6184,12.0069,-0.6822,3.8269,-3.1447,5.0000,0
1,2,,487.8412,294.8940,705.9702,-9.5258,-6.5653,-1.7835,11.7057,1.0177,-2.9150,3.9328,5.0000,0
1,3,,734.8560,335.8291,531.8011,-8.6438,-10.4635,-11.9315,18.0710,-3.7888,-0.5777,3.2111,5.0000,0
1,4,,701.7672,235.9662,465.0297,-13.9636,-2.2333,1.7818,14.2529,-0.7801,3.8604,-3.0803,5.0000,0
1,5,,554.2172,323.0263,662.8024,13.0312,1.3698,-11.8594,17.6730,-1.5707,-4.0487,-2.4780,5.0000,0
1,6,,792.8958,266.0634,481.8777,-6.2551,3.5952,-7.3367,10.2898,0.8294,-3.8765,-3.0471,5.0000,0
1,7,,400.0714,164.2026,688.1323,4.2812,11.9479,7.9375,14.9695,4.0607,-2.3948,1.6659,5.0000,0
1,8,,722.1825,184.8153,604.8877,10.9529,-11.2922,-6.7412,17.1150,0.6633,3.1569,-3.8202,5.0000,0
1,9,,646.9473,120.9776,662.9264,-3.1628,-1.5543,-4.4186,5.6518,2.7110,-3.9990,-1.2880,5.0000,0
1,10,,545.2063,256.9574,602.9364,12.3750,-2.7639,-3.8194,13.2427,0.6928,-3.1379,3.8306,5.0000,0
1,11,,790.9819,193.1036,565.0273,-1.0870,6.0072,1.6377,6.3206,-3.3452,0.3541,-3.6993,5.0000,0
1,12,,636.9464,210.8593,689.9014,-3.2159,-8.6515,-5.9205,10.9655,-1.6748,-2.3869,4.0617,5.0000,0
1,13,,793.1748,300.9111,480.0120,10.4878,-5.5406,0.7195,11.8832,-1.9765,-4.0818,2.1053,5.0000,0
1,14,,734.7855,130.2149,731.1769,-12.8654,12.6859,10.6154,20.9556,0.4097,3.3128,-3.7225,5.0000,0
1,15,,596.8136,262.8652,417.0217,-11.1860,-8.2984,1.3023,13.9889,2.7911,-3.9757,1.1846,5.0000,0
1,16,,430.8770,329.9467,639.1625,-7.3810,-3.4048,9.7460,12.6908,1.7027,4.0647,2.3620,5.0000,0
1,17,,706.0408,107.8056,497.0401,2.4459,-11.8739,2.4054,12.3595,-3.5438,-0.0166,3.5272,5.0000,0
1,18,,739.8307,306.1573,707.9260,-10.1558,9.2316,-4.4416,14.4254,3.5244,3.5465,-0.0221,5.0000,0
1,19,,584.8523,276.0842,454.1135,-8.8625,4.8417,6.8125,12.1818,-0.2657,3.6609,-3.3952,5.0000,0
2,0,,574.6563,249.6912,669.3929,-13.7500,-12.7679,15.7143,24.4749,-4.0797,1.9097,-2.1701,5.0000,0
2,1,,788.0135,312.1792,751.2404,0.5395,6.7500,9.6184,11.7630,-0.6822,3.8269,-3.1447,5.0000,0
2,2,,487.7619,294.8358,705.9553,-9.5258,-6.9820,-1.7835,11.9444,1.0177,-2.9150,3.9328,5.0000,0
2,3,,734.7839,335.7384,531.7017,-8.6438,-10.8801,-11.9315,18.3154,-3.7888,-0.5777,3.2111,5.0000,0
2,4,,701.6508,235.9442,465.0446,-13.9636,-2.6500,1.7818,14.3241,-0.7801,3.8604,-3.0803,5.0000,0
2,5,,554.3257,323.0342,662.7036,13.0312,0.9531,-11.8594,17.6456,-1.5707,-4.0487,-2.4780,5.0000,0
2,6,,792.8436,266.0899,481.8166,-6.2551,3.1786,-7.3367,10.1517,0.8294,-3.8765,-3.0471,5.0000,0
2,7,,400.1070,164.2987,688.1985,4.2812,11.5312,7.9375,14.6391,4.0607,-2.3948,1.6659,5.0000,0
2,8,,722.2737,184.7177,604.8315,10.9529,-11.7088,-6.7412,17.3927,0.6633,3.1569,-3.8202,5.0000,0
2,9,,646.9209,120.9611,662.8896,-3.1628,-1.9709,-4.4186,5.7803,2.7110,-3.9990,-1.2880,5.0000,0
2,10,,545.3094,256.9309,602.9046,12.3750,-3.1806,-3.8194,13.3358,0.6928,-3.1379,3.8306,5.0000,0
2,11,,790.9729,193.1502,565.0410,-1.0870,5.5906,1.6377,5.9260,-3.3452,0.3541,-3.6993,5.0000,0
2,12,,636.9196,210.7837,689.8521,-3.2159,-9.0682,-5.9205,11.2972,-1.6748,-2.3869,4.0617,5.0000,0
2,13,,793.2622,300.8615,480.0179,10.4878,-5.9573,0.7195,12.0831,-1.9765,-4.0818,2.1053,5.0000,0
2,14,,734.6783,130.3172,731.2653,-12.8654,12.2692,10.6154,20.7060,0.4097,3.3128,-3.7225,5.0000,0
2,15,,596.7204,262.7925,417.0326,-11.1860,-8.7151,1.3023,14.2400,2.7911,-3.9757,1.1846,5.0000,0
2,16,,430.8155,329.9149,639.2437,-7.3810,-3.8214,9.7460,12.8089,1.7027,4.0647,2.3620,5.0000,0
2,17,,706.0612,107.7032,497.0602,2.4459,-12.2905,2.4054,12.7603,-3.5438,-0.0166,3.5272,5.0000,0
2,18,,739.7460,306.2308,707.8890,-10.1558,8.8149,-4.4416,14.1623,3.5244,3.5465,-0.0221,5.0000,0
2,19,,584.7784,276.1210,454.1703,-8.8625,4.4250,6.8125,12.0223,-0.2657,3.6609,-3.3952,5.0000,0
3,0,,574.5417,249.5813,669.5239,-13.7500,-13.1845,15.7143,24.6948,-4.0797,1.9097,-2.1701,5.0000,0
3,1,,788.0181,312.2319,751.3206,0.5395,6.3333,9.6184,11.5289,-0.6822,3.8269,-3.1447,5.0000,0
3,2,,487.6825,294.7742,705.9404,-9.5258,-7.3986,-1.7835,12.1927,1.0177,-2.9150,3.9328,5.0000,0
3,3,,734.7119,335.6443,531.6023,-8.6438,-11.2968,-11.9315,18.5660,-3.7888,-0.5777,3.2111,5.0000,0
3,4,,701.5344,235.9186,465.0594,-13.9636,-3.0667,1.7818,14.4070,-0.7801,3.8604,-3.0803,5.0000,0
3,5,,554.4343,323.0387,662.6047,13.0312,0.5365,-11.8594,17.6280,-1.5707,-4.0487,-2.4780,5.0000,0
3,6,,792.7915,266.1129,481.7555,-6.2551,2.7619,-7.3367,10.0291,0.8294,-3.8765,-3.0471,5.0000,0
3,7,,400.1427,164.3913,688.2646,4.2812,11.1146,7.9375,14.3132,4.0607,-2.3948,1.6659,5.0000,0
3,8,,722.3650,184.6167,604.7754,10.9529,-12.1255,-6.7412,17.6759,0.6633,3.1569,-3.8202,5.0000,0
3,9,,646.8945,120.9412,662.8528,-3.1628,-2.3876,-4.4186,5.9353,2.7110,-3.9990,-1.2880,5.0000,0
3,10,,545.4126,256.9009,602.8728,12.3750,-3.5972,-3.8194,13.4413,0.6928,-3.1379,3.8306,5.0000,0
3,11,,790.9639,193.1933,565.0547,-1.0870,5.1739,1.6377,5.5347,-3.3452,0.3541,-3.6993,5.0000,0
3,12,,636.8928,210.7047,689.8027,-3.2159,-9.4848,-5.9205,11.6343,-1.6748,-2.3869,4.0617,5.0000,0
3,13,,793.3496,300.8083,480.0239,10.4878,-6.3740,0.7195,12.2939,-1.9765,-4.0818,2.1053,5.0000,0
3,14,,734.5710,130.4159,731.3538,-12.8654,11.8526,10.6154,20.4619,0.4097,3.3128,-3.7225,5.0000,0
3,15,,596.6272,262.7164,417.0435,-11.1860,-9.1318,1.3023,14.4987,2.7911,-3.9757,1.1846,5.0000,0
3,16,,430.7540,329.8795,639.3250,-7.3810,-4.2381,9.7460,12.9393,1.7027,4.0647,2.3620,5.0000,0
3,17,,706.0815,107.5973,497.0802,2.4459,-12.7072,2.4054,13.1621,-3.5438,-0.0166,3.5272,5.0000,0
3,18,,739.6614,306.3008,707.8521,-10.1558,8.3983,-4.4416,13.9068,3.5244,3.5465,-0.0221,5.0000,0
3,19,,584.7046,276.1544,454.2271,-8.8625,4.0083,6.8125,11.8752,-0.2657,3.6609,-3.3952,5.0000,0
4,0,,574.4272,249.4680,669.6549,-13.7500,-13.6012,15.7143,24.9197,-4.0797,1.9097,-2.1701,5.0000,0
4,1,,788.0226,312.2812,751.4007,0.5395,5.9167,9.6184,11.3054,-0.6822,3.8269,-3.1447,5.0000,0
4,2,,487.6031,294.7091,705.9255,-9.5258,-7.8153,-1.7835,12.4499,1.0177,-2.9150,3.9328,5.0000,0
4,3,,734.6399,335.5467,531.5029,-8.6438,-11.7135,-11.9315,18.8224,-3.7888,-0.5777,3.2111,5.0000,0
4,4,,701.4180,235.8896,465.0743,-13.9636,-3.4833,1.7818,14.5014,-0.7801,3.8604,-3.0803,5.0000,0
4,5,,554.5429,323.0397,662.5059,13.0312,0.1198,-11.8594,17.6202,-1.5707,-4.0487,-2.4780,5.0000,0
4,6,,792.7394,266.1324,481.6944,-6.2551,2.3452,-7.3367,9.9224,0.8294,-3.8765,-3.0471,5.0000,0
4,7,,400.1784,164.4805,688.3308,4.2812,10.6979,7.9375,13.9921,4.0607,-2.3948,1.6659,5.0000,0
4,8,,722.4562,184.5121,604.7192,10.9529,-12.5422,-6.7412,17.9643,0.6633,3.1569,-3.8202,5.0000,0
4,9,,646.8682,120.9179,662.8160,-3.1628,-2.8043,-4.4186,6.1148,2.7110,-3.9990,-1.2880,5.0000,0
4,10,,545.5157,256.8675,602.8410,12.3750,-4.0139,-3.8194,13.5588,0.6928,-3.1379,3.8306,5.0000,0
4,11,,790.9548,193.2329,565.0684,-1.0870,4.7572,1.6377,5.1473,-3.3452,0.3541,-3.6993,5.0000,0
4,12,,636.8660,210.6222,689.7534,-3.2159,-9.9015,-5.9205,11.9764,-1.6748,-2.3869,4.0617,5.0000,0
4,13,,793.4370,300.7518,480.0299,10.4878,-6.7906,0.7195,12.5150,-1.9765,-4.0818,2.1053,5.0000,0
4,14,,734.4638,130.5112,731.4422,-12.8654,11.4359,10.6154,20.2234,0.4097,3.3128,-3.7225,5.0000,0
4,15,,596.5340,262.6369,417.0543,-11.1860,-9.5485,1.3023,14.7647,2.7911,-3.9757,1.1846,5.0000,0
4,16,,430.6925,329.8408,639.4062,-7.3810,-4.6548,9.7460,13.0817,1.7027,4.0647,2.3620,5.0000,0
4,17,,706.1019,107.4879,497.1003,2.4459,-13.1239,2.4054,13.5648,-3.5438,-0.0166,3.5272,5.0000,0
4,18,,739.5767,306.3673,707.8151,-10.1558,7.9816,-4.4416,13.6592,3.5244,3.5465,-0.0221,5.0000,0
4,19,,584.6307,276.1844,454.2838,-8.8625,3.5917,6.8125,11.7411,-0.2657,3.6609,-3.3952,5.0000,0
5,0,,574.3126,249.3512,669.7859,-13.7500,-14.0179,15.7143,25.1496,-4.0797,1.9097,-2.1701,5.0000,0
5,1,,788.0271,312.3271,751.4808,0.5395,5.5000,9.6184,11.0930,-0.6822,3.8269,-3.1447,5.0000,0
5,2,,487.5237,294.6405,705.9106,-9.5258,-8.2320,-1.7835,12.7156,1.0177,-2.9150,3.9328,5.0000,0
5,3,,734.5679,335.4456,531.4034,-8.6438,-12.1301,-11.9315,19.0845,-3.7888,-0.5777,3.2111,5.0000,0
5,4,,701.3016,235.8571,465.0892,-13.9636,-3.9000,1.7818,14.6071,-0.7801,3.8604,-3.0803,5.0000,0
5,5,,554.6515,323.0372,662.4071,13.0312,-0.2969,-11.8594,17.6223,-1.5707,-4.0487,-2.4780,5.0000,0
5,6,,792.6873,266.1485,481.6332,-6.2551,1.9286,-7.3367,9.8323,0.8294,-3.8765,-3.0471,5.0000,0
5,7,,400.2141,164.5661,688.3970,4.2812,10.2812,7.9375,13.6762,4.0607,-2.3948,1.6659,5.0000,0
5,8,,722.5475,184.4041,604.6631,10.9529,-12.9588,-6.7412,18.2576,0.6633,3.1569,-3.8202,5.0000,0
5,9,,646.8418,120.8910,662.7792,-3.1628,-3.2209,-4.4186,6.3168,2.7110,-3.9990,-1.2880,5.0000,0
5,10,,545.6189,256.8305,602.8092,12.3750,-4.4306,-3.8194,13.6879,0.6928,-3.1379,3.8306,5.0000,0
5,11,,790.9458,193.2691,565.0820,-1.0870,4.3406,1.6377,4.7649,-3.3452,0.3541,-3.6993,5.0000,0
5,12,,636.8392,210.5362,689.7041,-3.2159,-10.3182,-5.9205,12.3231,-1.6748,-2.3869,4.0617,5.0000,0
5,13,,793.5244,300.6917,480.0359,10.4878,-7.2073,0.7195,12.7459,-1.9765,-4.0818,2.1053,5.0000,0
5,14,,734.3566,130.6031,731.5306,-12.8654,11.0192,10.6154,19.9907,0.4097,3.3128,-3.7225,5.0000,0
5,15,,596.4408,262.5538,417.0652,-11.1860,-9.9651,1.3023,15.0375,2.7911,-3.9757,1.1846,5.0000,0
5,16,,430.6310,329.7985,639.4874,-7.3810,-5.0714,9.7460,13.2357,1.7027,4.0647,2.3620,5.0000,0
5,17,,706.1223,107.3751,497.1203,2.4459,-13.5405,2.4054,13.9684,-3.5438,-0.0166,3.5272,5.0000,0
5,18,,739.4921,306.4304,707.7781,-10.1558,7.5649,-4.4416,13.4200,3.5244,3.5465,-0.0221,5.0000,0
5,19,,584.5569,276.2108,454.3406,-8.8625,3.1750,6.8125,11.6204,-0.2657,3.6609,-3.3952,5.0000,0
6,0,,574.1981,249.2309,669.9169,-13.7500,-14.4345,15.7143,25.3842,-4.0797,1.9097,-2.1701,5.0000,0
6,1,,788.0316,312.3694,751.5610,0.5395,5.0833,9.6184,10.8924,-0.6822,3.8269,-3.1447,5.0000,0
6,2,,487.4444,294.5684,705.8958,-9.5258,-8.6486,-1.7835,12.9892,1.0177,-2.9150,3.9328,5.0000,0
6,3,,734.4958,335.3410,531.3040,-8.6438,-12.5468,-11.9315,19.3520,-3.7888,-0.5777,3.2111,5.0000,0
6,4,,701.1852,235.8211,465.1040,-13.9636,-4.3167,1.7818,14.7238,-0.7801,3.8604,-3.0803,5.0000,0
6,5,,554.7601,323.0313,662.3083,13.0312,-0.7135,-11.8594,17.6343,-1.5707,-4.0487,-2.4780,5.0000,0
6,6,,792.6351,266.1611,481.5721,-6.2551,1.5119,-7.3367,9.7591,0.8294,-3.8765,-3.0471,5.0000,0
6,7,,400.2497,164.6483,688.4631,4.2812,9.8646,7.9375,13.3657,4.0607,-2.3948,1.6659,5.0000,0
6,8,,722.6387,184.2927,604.6069,10.9529,-13.3755,-6.7412,18.5557,0.6633,3.1569,-3.8202,5.0000,0
6,9,,646.8154,120.8607,662.7424,-3.1628,-3.6376,-4.4186,6.5391,2.7110,-3.9990,-1.2880,5.0000,0
6,10,,545.7220,256.7901,602.7774,12.3750,-4.8472,-3.8194,13.8284,0.6928,-3.1379,3.8306,5.0000,0
6,11,,790.9368,193.3018,565.0957,-1.0870,3.9239,1.6377,4.3887,-3.3452,0.3541,-3.6993,5.0000,0
6,12,,636.8124,210.4467,689.6548,-3.2159,-10.7349,-5.9205,12.6740,-1.6748,-2.3869,4.0617,5.0000,0
6,13,,793.6118,300.6282,480.0419,10.4878,-7.6240,0.7195,12.9860,-1.9765,-4.0818,2.1053,5.0000,0
6,14,,734.2493,130.6914,731.6191,-12.8654,10.6026,10.6154,19.7641,0.4097,3.3128,-3.7225,5.0000,0
6,15,,596.3476,262.4673,417.0760,-11.1860,-10.3818,1.3023,15.3168,2.7911,-3.9757,1.1846,5.0000,0
6,16,,430.5695,329.7527,639.5687,-7.3810,-5.4881,9.7460,13.4009,1.7027,4.0647,2.3620,5.0000,0
6,17,,706.1427,107.2587,497.1404,2.4459,-13.9572,2.4054,14.3726,-3.5438,-0.0166,3.5272,5.0000,0
6,18,,739.4074,306.4899,707.7411,-10.1558,7.1483,-4.4416,13.1896,3.5244,3.5465,-0.0221,5.0000,0
6,19,,584.4830,276.2338,454.3973,-8.8625,2.7583,6.8125,11.5136,-0.2657,3.6609,-3.3952,5.0000,0
7,0,,574.0835,249.1071,670.0479,-13.7500,-14.8512,15.7143,25.6234,-4.0797,1.9097,-2.1701,5.0000,0
7,1,,788.0361,312.4083,751.6411,0.5395,4.6667,9.6184,10.7043,-0.6822,3.8269,-3.1447,5.0000,0
7,2,,487.3650,294.4929,705.8809,-9.5258,-9.0653,-1.7835,13.2703,1.0177,-2.9150,3.9328,5.0000,0
7,3,,734.4238,335.2330,531.2046,-8.6438,-12.9635,-11.9315,19.6247,-3.7888,-0.5777,3.2111,5.0000,0
7,4,,701.0688,235.7817,465.1189,-13.9636,-4.7333,1.7818,14.8513,-0.7801,3.8604,-3.0803,5.0000,0
7,5,,554.8687,323.0219,662.2095,13.0312,-1.1302,-11.8594,17.6560,-1.5707,-4.0487,-2.4780,5.0000,0
7,6,,792.5830,266.1703,481.5110,-6.2551,1.0952,-7.3367,9.7033,0.8294,-3.8765,-3.0471,5.0000,0
7,7,,400.2854,164.7271,688.5293,4.2812,9.4479,7.9375,13.0612,4.0607,-2.3948,1.6659,5.0000,0
7,8,,722.7300,184.1777,604.5508,10.9529,-13.7922,-6.7412,18.8583,0.6633,3.1569,-3.8202,5.0000,0
7,9,,646.7891,120.8269,662.7056,-3.1628,-4.0543,-4.4186,6.7797,2.7110,-3.9990,-1.2880,5.0000,0
7,10,,545.8252,256.7463,602.7456,12.3750,-5.2639,-3.8194,13.9799,0.6928,-3.1379,3.8306,5.0000,0
7,11,,790.9277,193.3310,565.1094,-1.0870,3.5072,1.6377,4.0205,-3.3452,0.3541,-3.6993,5.0000,0
7,12,,636.7856,210.3538,689.6055,-3.2159,-11.1515,-5.9205,13.0288,-1.6748,-2.3869,4.0617,5.0000,0
7,13,,793.6992,300.5612,480.0479,10.4878,-8.0406,0.7195,13.2349,-1.9765,-4.0818,2.1053,5.0000,0
7,14,,734.1421,130.7763,731.7075,-12.8654,10.1859,10.6154,19.5437,0.4097,3.3128,-3.7225,5.0000,0
7,15,,596.2544,262.3773,417.0869,-11.1860,-10.7985,1.3023,15.6023,2.7911,-3.9757,1.1846,5.0000,0
7,16,,430.5081,329.7036,639.6499,-7.3810,-5.9048,9.7460,13.5768,1.7027,4.0647,2.3620,5.0000,0
7,17,,706.1631,107.1390,497.1604,2.4459,-14.3739,2.4054,14.7776,-3.5438,-0.0166,3.5272,5.0000,0
7,18,,739.3228,306.5460,707.7041,-10.1558,6.7316,-4.4416,12.9685,3.5244,3.5465,-0.0221,5.0000,0
7,19,,584.4092,276.2533,454.4541,-8.8625,2.3417,6.8125,11.4209,-0.2657,3.6609,-3.3952,5.0000,0
8,0,,573.9689,248.9799,670.1788,-13.7500,-15.2679,15.7143,25.8671,-4.0797,1.9097,-2.1701,5.0000,0
8,1,,788.0406,312.4438,751.7213,0.5395,4.2500,9.6184,10.5294,-0.6822,3.8269,-3.1447,5.0000,0
8,2,,487.2856,294.4138,705.8660,-9.5258,-9.4820,-1.7835,13.5583,1.0177,-2.9150,3.9328,5.0000,0
8,3,,734.3518,335.1215,531.1052,-8.6438,-13.3801,-11.9315,19.9024,-3.7888,-0.5777,3.2111,5.0000,0
8,4,,700.9525,235.7388,465.1338,-13.9636,-5.1500,1.7818,14.9893,-0.7801,3.8604,-3.0803,5.0000,0
8,5,,554.9772,323.0090,662.1107,13.0312,-1.5469,-11.8594,17.6876,-1.5707,-4.0487,-2.4780,5.0000,0
8,6,,792.5309,266.1759,481.4499,-6.2551,0.6786,-7.3367,9.6651,0.8294,-3.8765,-3.0471,5.0000,0
8,7,,400.3211,164.8023,688.5955,4.2812,9.0312,7.9375,12.7631,4.0607,-2.3948,1.6659,5.0000,0
8,8,,722.8212,184.0593,604.4946,10.9529,-14.2088,-6.7412,19.1651,0.6633,3.1569,-3.8202,5.0000,0
8,9,,646.7627,120.7897,662.6688,-3.1628,-4.4709,-4.4186,7.0368,2.7110,-3.9990,-1.2880,5.0000,0
8,10,,545.9283,256.6989,602.7138,12.3750,-5.6806,-3.8194,14.1420,0.6928,-3.1379,3.8306,5.0000,0
8,11,,790.9187,193.3568,565.1230,-1.0870,3.0906,1.6377,3.6627,-3.3452,0.3541,-3.6993,5.0000,0
8,12,,636.7589,210.2574,689.5562,-3.2159,-11.5682,-5.9205,13.3872,-1.6748,-2.3869,4.0617,5.0000,0
8,13,,793.7866,300.4907,480.0538,10.4878,-8.4573,0.7195,13.4921,-1.9765,-4.0818,2.1053,5.0000,0
8,14,,734.0349,130.8577,731.7960,-12.8654,9.7692,10.6154,19.3298,0.4097,3.3128,-3.7225,5.0000,0
8,15,,596.1612,262.2839,417.0978,-11.1860,-11.2151,1.3023,15.8935,2.7911,-3.9757,1.1846,5.0000,0
8,16,,430.4466,329.6509,639.7311,-7.3810,-6.3214,9.7460,13.7631,1.7027,4.0647,2.3620,5.0000,0
8,17,,706.1835,107.0157,497.1805,2.4459,-14.7905,2.4054,15.1832,-3.5438,-0.0166,3.5272,5.0000,0
8,18,,739.2381,306.5986,707.6671,-10.1558,6.3149,-4.4416,12.7572,3.5244,3.5465,-0.0221,5.0000,0
8,19,,584.3353,276.2694,454.5109,-8.8625,1.9250,6.8125,11.3428,-0.2657,3.6609,-3.3952,5.0000,0
9,0,,573.8544,248.8492,670.3098,-13.7500,-15.6845,15.7143,26.1152,-4.0797,1.9097,-2.1701,5.0000,0
9,1,,788.0452,312.4757,751.8014,0.5395,3.8333,9.6184,10.3682,-0.6822,3.8269,-3.1447,5.0000,0
9,2,,487.2062,294.3314,705.8511,-9.5258,-9.8986,-1.7835,13.8529,1.0177,-2.9150,3.9328,5.0000,0
9,3,,734.2798,335.0065,531.0057,-8.6438,-13.7968,-11.9315,20.1849,-3.7888,-0.5777,3.2111,5.0000,0
9,4,,700.8361,235.6924,465.1486,-13.9636,-5.5667,1.7818,15.1376,-0.7801,3.8604,-3.0803,5.0000,0
9,5,,555.0858,322.9926,662.0118,13.0312,-1.9635,-11.8594,17.7289,-1.5707,-4.0487,-2.4780,5.0000,0
9,6,,792.4788,266.1781,481.3887,-6.2551,0.2619,-7.3367,9.6448,0.8294,-3.8765,-3.0471,5.0000,0
9,7,,400.3568,164.8741,688.6616,4.2812,8.6146,7.9375,12.4717,4.0607,-2.3948,1.6659,5.0000,0
9,8,,722.9125,183.9375,604.4385,10.9529,-14.6255,-6.7412,19.4760,0.6633,3.1569,-3.8202,5.0000,0
9,9,,646.7363,120.7489,662.6320,-3.1628,-4.8876,-4.4186,7.3086,2.7110,-3.9990,-1.2880,5.0000,0
9,10,,546.0315,256.6481,602.6820,12.3750,-6.0972,-3.8194,14.3145,0.6928,-3.1379,3.8306,5.0000,0
9,11,,790.9097,193.3791,565.1367,-1.0870,2.6739,1.6377,3.3186,-3.3452,0.3541,-3.6993,5.0000,0
9,12,,636.7321,210.1575,689.5068,-3.2159,-11.9849,-5.9205,13.7488,-1.6748,-2.3869,4.0617,5.0000,0
9,13,,793.8740,300.4167,480.0598,10.4878,-8.8740,0.7195,13.7572,-1.9765,-4.0818,2.1053,5.0000,0
9,14,,733.9276,130.9356,731.8844,-12.8654,9.3526,10.6154,19.1226,0.4097,3.3128,-3.7225,5.0000,0
9,15,,596.0680,262.1870,417.1086,-11.1860,-11.6318,1.3023,16.1902,2.7911,-3.9757,1.1846,5.0000,0
9,16,,430.3851,329.5947,639.8124,-7.3810,-6.7381,9.7460,13.9594,1.7027,4.0647,2.3620,5.0000,0
9,17,,706.2039,106.8890,497.2005,2.4459,-15.2072,2.4054,15.5894,-3.5438,-0.0166,3.5272,5.0000,0
9,18,,739.1534,306.6478,707.6301,-10.1558,5.8983,-4.4416,12.5562,3.5244,3.5465,-0.0221,5.0000,0
9,19,,584.2615,276.2820,454.5676,-8.8625,1.5083,6.8125,11.2796,-0.2657,3.6609,-3.3952,5.0000,0
10,0,,573.7398,248.7150,670.4408,-13.7500,-16.1012,15.7143,26.3676,-4.0797,1.9097,-2.1701,5.0000,0
10,1,,788.0497,312.5042,751.8815,0.5395,3.4167,9.6184,10.2215,-0.6822,3.8269,-3.1447,5.0000,0
10,2,,487.1269,294.2454,705.8362,-9.5258,-10.3153,-1.7835,14.1537,1.0177,-2.9150,3.9328,5.0000,0
10,3,,734.2078,334.8881,530.9063,-8.6438,-14.2135,-11.9315,20.4719,-3.7888,-0.5777,3.2111,5.0000,0
10,4,,700.7197,235.6425,465.1635,-13.9636,-5.9833,1.7818,15.2957,-0.7801,3.8604,-3.0803,5.0000,0
10,5,,555.1944,322.9728,661.9130,13.0312,-2.3802,-11.8594,17.7799,-1.5707,-4.0487,-2.4780,5.0000,0
10,6,,792.4266,266.1768,481.3276,-6.2551,-0.1548,-7.3367,9.6425,0.8294,-3.8765,-3.0471,5.0000,0
10,7,,400.3924,164.9424,688.7278,4.2812,8.1979,7.9375,12.1876,4.0607,-2.3948,1.6659,5.0000,0
10,8,,723.0037,183.8121,604.3823,10.9529,-15.0422,-6.7412,19.7908,0.6633,3.1569,-3.8202,5.0000,0
10,9,,646.7100,120.7047,662.5952,-3.1628,-5.3043,-4.4186,7.5936,2.7110,-3.9990,-1.2880,5.0000,0
10,10,,546.1346,256.5938,602.6502,12.3750,-6.5139,-3.8194,14.4969,0.6928,-3.1379,3.8306,5.0000,0
10,11,,790.9006,193.3979,565.1504,-1.0870,2.2572,1.6377,2.9931,-3.3452,0.3541,-3.6993,5.0000,0
